taskvec_a0p25/sweetaspie.npz	17176210
taskvec_a0p25/againstthewind.npz	20749010
taskvec_a0p25/wheretheressmoke.json	2632
taskvec_a0p25/sweetaspie.json	2611
taskvec_a0p25/wheretheressmoke.npz	45815326
taskvec_a0p25/againstthewind.json	2627
word_tables/wheretheressmoke.csv	111022
word_tables/sweetaspie.csv	36879
word_tables/againstthewind.csv	47933
lowLR/sweetaspie.npz	17176210
lowLR/againstthewind.npz	20749010
lowLR/wheretheressmoke.json	2476
lowLR/sweetaspie.json	2455
lowLR/wheretheressmoke.npz	45815326
lowLR/againstthewind.json	2471
scrambled/sweetaspie.npz	17176210
scrambled/againstthewind.npz	20749010
scrambled/wheretheressmoke.json	2618
scrambled/sweetaspie.json	2597
scrambled/wheretheressmoke.npz	45815326
scrambled/againstthewind.json	2613
base/sweetaspie.npz	17176210
base/againstthewind.npz	20749010
base/wheretheressmoke.json	958
base/sweetaspie.json	937
base/wheretheressmoke.npz	45815326
base/againstthewind.json	953
