dry skin,Blindworm
reptile,Shovel
weighted head,Knife
terrestrial or arboreal habitats,Gecko
metal construction,Cobra
territorial behavior in some species,Snake
guard,Oil can
speed control,Nail
has strong bite force,Shovel
ergonomic grip,Hammer
motor power,Dinosaur
excellent swimmer,Salamander
portability,Screwdriver
motor power,Gecko
moves by slithering,Toad
good sense of smell,Blindworm
point,Knife
weight,Vacuum
blade material,Nail
long muscular tail,Knife
blade length,Boa python
handle material,Alligator
lives in freshwater habitats,Chisel
excellent swimmer,Cobra
noise level,Oil can
cheek,Oil can
long tail,Cobra
metamorphosis,Axe
impact resistance,Anvil
clawed feet,Lizard
fiberglass handle,Spanner
speed control,Cobra
lightweight,Gecko
camouflage coloration,Hammer
handle material,Lawn Mower
breathes air with lungs,Lawn Mower
uses camouflage,Saw
can remain submerged for long periods,Oil can
non-slip grip,Hammer
moveable eyelids,Turtle
corrosion resistance,Shovel
lives in freshwater habitats,Crocodile
sheds skin periodically,Dinosaur
prefers damp habitats,Cobra
long lifespan,Lawn Mower
replaceable handle,Anvil
balance,Knife
amphibian,Crocodile
steel handle,Spanner
armored body,Grinding disk
torque capability,Snake
replaceable handle,Hammer
mostly nocturnal,Salamander
external ear openings absent,Anvil
manual operation,Nail
found on every continent except antarctica,Lizard
sheds skin periodically,Hammer
vibration level,Chameleon
vertical pupils,Salamander
sheds skin periodically,Screwdriver
uses tail for propulsion,Anvil
burrowing behavior,Shovel
live birth in some species,Turtle
scaly skin,Caiman
weather resistance,Dinosaur
can swim,Snake
jacobson’s organ,Blindworm
vertebrate,Knife
clawed toes,Gecko
insectivorous diet,Snake
short legs,Saw
hanging hole,Cobra
good sense of smell,Cobra
hard protective shell,Salamander
nocturnal or crepuscular activity,Grinding disk
swallows prey whole,Axe
mostly nocturnal,Cobra
drive type,Blindworm
leverage,Toad
breathes with lungs,Lizard
slow movement,Turtle
wear resistance,Lawn Mower
rust resistance,Axe
toe,Gecko
has no external ears,Lizard
finish,Lizard
cheek,Lizard
beak-like mouth,Shovel
balanced weight,Axe
powerful jaws,Screwdriver
mostly nocturnal,Lawn Mower
large semi-aquatic reptile,Alligator
vibration level,Chisel
builds nests,Oil can
hanging hole,Shovel
pocket clip,Axe
portable,Chisel
wide mouth,Axe
hard shell,Axe
long sticky tongue,Toad
sheds skin periodically,Chisel
metamorphosis,Hammer
long lifespan,Alligator
excellent sense of smell,Tortoise
large eyes,Chameleon
breathes air,Grinding disk
varies greatly in size,Blindworm
amphibian,Grinding disk
tropical and subtropical habitats,Lawn Mower
blade,Toad
crocodilian,Paint brush
found in warm climates,Snake
breathes with lungs,Nail
handle,Vacuum
good swimmer,Boa python
non-slip handle,Vacuum
basks in the sun,Salamander
slow-moving,Vacuum
straight handle,Saw
elongated body,Anvil
blade,Spanner
portability,Tortoise
straight handle,Lizard
non-slip grip,Knife
long lifespan,Tortoise
portable size,Dinosaur
point,Paint brush
price,Boa python
breathes air,Anvil
wide mouth,Dinosaur
good vision,Gecko
can bask in the sun,Shovel
material,Nail
high impact resistance,Chisel
