concept,rep,prompt,response
Alligator,0,"List the features and properties of a Alligator. Give a plain list, one property per line, no explanations.","Large, powerful body

Broad, rounded snout

Dark, blackish-gray coloration

Cold-blooded (ectothermic)

Reptile

Four short legs

Webbed feet

Long, muscular tail

Sharp, conical teeth

Strong jaws

Tough, armored skin

Bony plates (osteoderms) on back

Eyes positioned on top of head

Nostrils on top of snout

Vertical slit pupils

Excellent night vision

Semi-aquatic

Lays eggs (oviparous)

Builds nests

Carnivorous

Can live in freshwater

Third eyelid (nictitating membrane)

Sensitive pressure receptors on skin

Can hold breath underwater for long periods

Long lifespan

Cannot survive in saltwater long-term

Males larger than females

Loud bellowing vocalizations

Ambush predator

Powerful bite force"
Alligator,1,"List the features and properties of a Alligator. Give a plain list, one property per line, no explanations.","Large reptile

Belongs to the order Crocodilia

Cold-blooded (ectothermic)

Broad, rounded snout (U-shaped)

Dark, blackish-gray coloration

Powerful jaws

Sharp, conical teeth

Upper teeth visible when mouth is closed

Fourth tooth of lower jaw hidden when mouth is closed

Muscular, long tail

Four short legs

Webbed feet

Clawed toes

Tough, scaly skin

Bony plates called osteoderms (scutes)

Eyes positioned on top of head

Vertical, slit-like pupils

Nostrils on top of snout

Nictitating membrane (third eyelid)

Excellent night vision

Semi-aquatic lifestyle

Carnivorous diet

Oviparous (lays eggs)

Builds nests from vegetation

Temperature-dependent sex determination

Can live 30 to 50 years

Capable of fast short bursts of speed

Strong swimmers

Can hold breath underwater for extended periods

Found primarily in freshwater habitats

Native to the United States and China"
Alligator,2,"List the features and properties of a Alligator. Give a plain list, one property per line, no explanations.","Large, powerful body

Broad, rounded snout

Cold-blooded (ectothermic)

Reptile

Tough, armored skin

Bony plates called osteoderms

Dark blackish-gray coloration

Sharp, conical teeth

Strong jaw muscles

Powerful tail

Four short legs

Webbed feet

Clawed toes

Vertical pupils

Nostrils on top of snout

Ears located behind eyes

Semi-aquatic

Carnivorous

Lays eggs (oviparous)

Builds nests

Long lifespan

Ability to regulate body temperature by basking

Excellent swimmer

Can move quickly on land in short bursts

Third eyelid (nictitating membrane)

Sensory pits on jaws

Overbite jaw structure

Freshwater habitat preference

Found in southeastern United States and China"
Alligator,3,"List the features and properties of a Alligator. Give a plain list, one property per line, no explanations.","Large, powerful body

Broad, rounded snout

Dark, blackish-gray coloration

Cold-blooded (ectothermic)

Reptile

Four short legs

Webbed feet

Long, muscular tail

Sharp, conical teeth

Powerful jaws

Tough, scaly skin

Bony plates (osteoderms) on back

Two eyes positioned on top of head

Nostrils on top of snout

Semi-aquatic

Carnivorous

Egg-laying (oviparous)

Cold and warm water tolerance

Can live in freshwater environments

Long lifespan (30-50 years)

Excellent swimmer

Nictitating membrane over eyes

Strong sense of smell

Good hearing

Ability to remain submerged for long periods

Can move quickly on land in short bursts

Regulates body temperature by basking

Builds nests from vegetation

Females guard nests

Vocalizes with bellows and hisses

Native to United States and China"
Alligator,4,"List the features and properties of a Alligator. Give a plain list, one property per line, no explanations.","Large, powerful body

Broad, rounded snout

Dark, blackish-gray coloration

Sharp, conical teeth

Muscular tail

Four short legs

Webbed feet

Tough, armored skin

Bony plates called osteoderms

Cold-blooded (ectothermic)

Reptile

Vertebrate

Excellent swimmer

Carnivorous diet

Long lifespan

Sharp claws

Nostrils on top of snout

Eyes on top of head

Ability to submerge underwater

Strong jaw muscles

Lays eggs (oviparous)

Builds nests

Freshwater habitat preference

Semi-aquatic lifestyle

Ability to regulate body temperature by basking

Can grow to large sizes

Slow metabolism

Third eyelid (nictitating membrane)

Keen sense of hearing

Good night vision"
Anvil,0,"List the features and properties of a Anvil. Give a plain list, one property per line, no explanations.","- Made of forged or cast steel (historically wrought iron with steel face)
- Flat top working surface (the face)
- Hardened steel face
- Horn (conical projection for bending and shaping)
- Heel (rear part of the face)
- Hardy hole (square hole for tools)
- Pritchel hole (round hole for punching)
- Step or table (softer cutting shelf near horn)
- Base or feet for mounting
- Waist (narrow section between base and face)
- Heavy weight
- High mass for absorbing impact
- Durable and wear-resistant
- Rebound properties
- Smooth polished face
- London pattern is common shape
- Ranges widely in weight (from a few pounds to hundreds)
- Rectangular or shaped body
- Corrosion-prone if not maintained
- Rings when struck
- Used for metalworking and forging
- Provides stable surface for hammering
- Chipping-resistant edges
- Anvil face may have rounded and sharp edges"
Anvil,1,"List the features and properties of a Anvil. Give a plain list, one property per line, no explanations.","Face

Horn

Step

Heel

Hardy hole

Pritchel hole

Base

Waist

Feet

Table

Cutting table

Body

Weight (typically 100-500 lbs)

Made of cast or forged steel

Hardened striking surface

Flat working surface

Rebound capability

Anvil edges

Rounded horn for bending

Square horn (on some anvils)

Mounting holes

Ring/resonance when struck

Durable and heavy construction

Sway (slight concavity from use)

Chipping-resistant face"
Anvil,2,"List the features and properties of a Anvil. Give a plain list, one property per line, no explanations.","Here is a list of features and properties of an anvil:

Face
Horn
Heel
Hardy hole
Pritchel hole
Step
Waist
Base
Feet
Cutting table
Body
Made of steel or iron
Hardened face
Flat working surface
Heavy weight
Durable
Rebound
Toughness
Wear resistance
Magnetic
Solid construction
Rectangular base
Conical horn
Anvil face table
Ring or resonance
Smooth surface
High density
Corrosion when unmaintained
Fixed or portable mounting"
Anvil,3,"List the features and properties of a Anvil. Give a plain list, one property per line, no explanations.","Face

Horn

Step

Hardy hole

Pritchel hole

Heel

Base

Waist

Body

Table

Cutting table

Feet

Made of steel or wrought iron

Hardened face

Flat working surface

Heavy weight

Rebound

Ring

Durability

Anti-vibration properties

Smooth polished face

Rounded horn for bending

Square hardy hole for tools

Round pritchel hole for punching

Mounting holes

Sharp edges for shaping

Rounded edges for drawing

Mass for absorbing impact"
Anvil,4,"List the features and properties of a Anvil. Give a plain list, one property per line, no explanations.","- Face (flat top working surface)
- Horn (conical projection for bending)
- Heel
- Hardy hole (square hole)
- Pritchel hole (round hole)
- Step (cutting table)
- Base
- Feet
- Waist
- Made of steel or wrought iron
- Hardened steel face
- Heavy weight
- High mass
- Durable
- Rebound/bounce
- Flat surface for hammering
- Rounded edges
- Sharp edges
- Anvil ring (sound when struck)
- Corrosion resistance
- Smooth working surface"
