concept,rep,prompt,response
accordion,0,"List the features and properties of a accordion. Give a plain list, one property per line, no explanations.","Portable
Keyboard-like buttons or piano-style keys
Bellows
Chromatic or diatonic tuning
Wooden exterior
Metal reeds
Valves for sound production
Multiple registers or stops
Adjustable straps
Variety of sizes and keys
Color options
Built-in amplification in some models
Leather or plastic bellow covering
Decorative engraving or painting"
accordion,1,"List the features and properties of a accordion. Give a plain list, one property per line, no explanations.","Portable
Musical instrument
Bellows
Buttons or keys
Multiple reeds
Produces sound through air flow
Available in various sizes
Has chords for each hand
Can play melody and accompaniment simultaneously
Typically used in folk music
Often made of wood
Has decorative elements
Requires regular maintenance to keep reeds clean
Can have different tuning systems
Weight varies based on size and material"
accordion,2,"List the features and properties of a accordion. Give a plain list, one property per line, no explanations.","Portable
Handheld
Bellows
Buttons or keys
Multiple reeds
Musical instrument
Produces sound by forcing air past reeds
Used in various music genres
Usually made of wood and leather
Can have varying numbers of rows or ranks
Typically has a strap for playing while standing
May include a wrist strap for support
Often decorated with inlays or paint
Capable of playing melodies and chords
Sounds can be altered by changing bellow pressure"
acorn,0,"List the features and properties of a acorn. Give a plain list, one property per line, no explanations.","Small size
Brown color
Shaped like a cap
Has a cap (cupule) that attaches to the tree
Contains a single seed
Hard outer shell
Nutritious seed inside
Can grow into an oak tree
Found under oak trees
Appears in fall
Weight is usually less than 10 grams
Surface can be smooth or textured
Varies in shape and size slightly by oak species"
acorn,1,"List the features and properties of a acorn. Give a plain list, one property per line, no explanations.","Small size
Brown color
Rounded shape
Pointed cap
Contains single seed
Hard outer shell
Produced by oak trees
Nutritious content
Used by wildlife for food
Can grow into an oak tree
Lightweight
Smooth to touch
Dense material
Varies slightly in size and shape depending on oak species
Cap covers part of the acorn like a hat"
acorn,2,"List the features and properties of a acorn. Give a plain list, one property per line, no explanations.","Small size
Brown color
Shaped like a cap
Has a cap (cupule) attached
Contains a single seed
Produced by oak trees
Hard outer shell
Can germinate into an oak tree
Often eaten by wildlife
Surface can be smooth or textured
Varies in size and shape depending on oak species"
airplane,0,"List the features and properties of a airplane. Give a plain list, one property per line, no explanations.","- Wings
- Fuselage
- Tail
- Landing gear
- Propellers or jet engines
- Cockpit
- Cabin
- Cargo hold
- Flaps
- Ailerons
- Elevators
- Rudder
- Airspeed indicator
- Altimeter
- Fuel tanks
- Oxygen systems
- Navigation systems
- Communication systems
- Autopilot
- Black box
- Life vests
- Emergency exits
- Seats
- Tray tables
- Overhead bins
- Wheel wells
- Spoilers
- De-icing systems
- Pressurization system
- Anti-lock brakes
- Radar systems
- In-flight entertainment systems"
airplane,1,"List the features and properties of a airplane. Give a plain list, one property per line, no explanations.","- Wings
- Fuselage
- Tail (empennage)
- Propellers or jet engines
- Landing gear
- Rudder
- Ailerons
- Elevator
- Flaps
- Spoilers
- Airspeed indicator
- Altimeter
- Vertical stabilizer
- Horizontal stabilizer
- Cockpit
- Cargo hold
- Passenger seats
- Pressurized cabin
- Oxygen system
- Fuel tanks
- Hydraulic system
- Electrical system
- Navigation and communication equipment
- Autopilot system
- Black box (flight recorder)
- De-icing system
- Anti-lock braking system (ABS)"
airplane,2,"List the features and properties of a airplane. Give a plain list, one property per line, no explanations.","- Wings
- Fuselage
- Tail
- Propellers or Jet Engines
- Landing Gear
- Cockpit
- Passenger Cabin
- Cargo Hold
- Flaps
- Ailerons
- Elevators
- Rudder
- Aviation Fuel Tanks
- Oxygen Systems
- Communication Systems
- Navigation Systems
- Radar Systems
- Autopilot
- Life Vests
- Emergency Exits
- Seat Belts
- Pressurized Cabin
- Climate Control Systems
- Lighting Systems
- Black Boxes (Flight Data Recorder and Cockpit Voice Recorder)"
aloe,0,"List the features and properties of a aloe. Give a plain list, one property per line, no explanations.","Succulent plant
Contains a clear gel
Leaves have serrated edges
Prefers well-drained soil
Can grow in dry conditions
Leaves are thick and fleshy
Produces tubular flowers
Often used in skincare products
Has anti-inflammatory properties
Contains antioxidants
Can help with sunburn relief
Attracts hummingbirds
Can be toxic to pets if ingested
Requires minimal watering
Grows in USDA zones 8-11
Has medicinal uses"
