concept,rep,prompt,response
accordion,0,"List the features and properties of a accordion. Give a plain list, one property per line, no explanations.","1. Bellows
2. Reeds
3. Keys
4. Straps
5. Buttons or Buttons and Straps
6. Body
7. Action (mechanism)
8. Reed valves
9. Tuning pegs
10. Sound board
11. Cornice
12. Plate or treble board
13. Basses
14. Chamber
15. Frame"
accordion,1,"List the features and properties of a accordion. Give a plain list, one property per line, no explanations.","1. Bellows
2. Buttons
3. Keyboard
4. Keys
5. Straps
6. Straps or straps with buttons
7. Panels
8. Laces
9. Drawstrings
10. Tone chambers
11. Reed blocks
12. Reeds
13. Regulator valves
14. Air chambers
15. Frame
16. Back panel
17. Sound box
18. Tuning pegs
19. Stops
20. Risers"
accordion,2,"List the features and properties of a accordion. Give a plain list, one property per line, no explanations.","1. Portable
2. Foldable
3. Portable keyboard
4. Multiple reeds
5. Bellows
6. Straps or handles
7. Buttons or keys
8. Compressible
9. Expandable
10. Acoustic instrument
11. Free reed
12. Wind-driven
13. Musical instrument
14. String-free
15. Portable speaker
16. Multiple tones
17. Adjusting reeds
18. Portable music maker
19. Portable sound
20. Handheld"
acorn,0,"List the features and properties of a acorn. Give a plain list, one property per line, no explanations.","1. Hard outer shell
2. Soft inner core
3. Single seed
4. Brown color
5. Oval shape
6. Small size
7. Edible
8. Nutty flavor
9. Source of tannins
10. Grows on oak trees
11. Variation in size and shape
12. Important food source for wildlife
13. Brings new oak tree growth when planted
14. Outer shell has a ridged texture
15. One cotyledon (seed leaf)
16. Has a cap or ""cup"" on top"
acorn,1,"List the features and properties of a acorn. Give a plain list, one property per line, no explanations.","1. Elliptical shape
2. Brown or tan color
3. Small size
4. Cap (cupule)
5. Stem (peduncle)
6. Tassel (bract)
7. Double shell
8. Cotyledons
9. Kernal
10. Edible
11. Nut
12. Forest habitat
13. Tree species (oak)"
acorn,2,"List the features and properties of a acorn. Give a plain list, one property per line, no explanations.","1. Oval shape
2. Capsule structure
3. Hard outer shell
4. Removable cap
5. Stem at top
6. Tail at bottom
7. Seed inside
8. Woody texture
9. Variations in size
10. Diverse species
11. Often brown in color
12. Edible kernel
13. Important food source for wildlife
14. Can be stored for long periods
15. Forest-dwelling habitat
16. Annual growth cycle
17. Outer layer protects seed
18. Germination capabilities
19. Can be used as food for humans
20. Nutritious composition"
airplane,0,"List the features and properties of a airplane. Give a plain list, one property per line, no explanations.","1. Wings
2. Fuselage
3. Tail
4. Engines
5. Landing gear
6. Control surfaces (ailerons, elevators, rudder)
7. Flaps
8. Air brakes
9. Navigation system
10. Communication system
11. Safety equipment (seatbelts, oxygen masks, etc.)
12. Cockpit
13. Fuel tanks
14. Propellers
15. Landing lights
16. Navigation lights
17. Winglets
18. Airfoil shape
19. Horizontal stabilizer
20. Vertical stabilizer
21. Flap system
22. Aileron system
23. Elevator system
24. Rudder system
25. Thrust reversers
26. Icing protection system
27. Weather radar
28. Autopilot system
29. Fuel pumps
30. Hydraulic system
31. Electrical system"
airplane,1,"List the features and properties of a airplane. Give a plain list, one property per line, no explanations.","1. Wings
2. Engines
3. Fuselage
4. Tail section
5. Control surface
6. Landing gear
7. Flaps
8. Ailerons
9. Elevators
10. Rudder
11. Cockpit
12. Instruments
13. Avionics
14. Fuel tanks
15. Propellers
16. Jet engines
17. Nose section
18. Canard
19. Horizontal stabilizer
20. Vertical stabilizer
21. Air brakes
22. Canopy
23. Seats
24. Cargo hold
25. Flaps control
26. Speed brake
27. Thrust reversers
28. Landing lights
29. Navigation lights
30. Communication system"
airplane,2,"List the features and properties of a airplane. Give a plain list, one property per line, no explanations.","Here's a list of features and properties of an airplane:

1. Wings
2. Fuselage
3. Tail section
4. Engines
5. Rudder
6. Elevators
7. Ailerons
8. Flaps
9. Landing gear
10. Control yoke
11. Instrument panel
12. Avionics
13. Propellers
14. Wheels
15. Hydraulic system
16. Electrical system
17. Fuel tanks
18. Oxygen system
19. Pressurization system
20. Air brakes
21. Navigation system
22. Communication system
23. Altitude gauge
24. Speedometer
25. Fuel gauge
26. Compass
27. Radar
28. Weather radar
29. Autopilot system
30. Landing light"
aloe,0,"List the features and properties of a aloe. Give a plain list, one property per line, no explanations.","1. Succulent plant
2. Low-maintenance
3. Water-storing leaves
4. Spines
5. Fleshy leaves
6. Gel-filled interior
7. Soothing properties
8. Anti-inflammatory
9. Antimicrobial
10. Antioxidant-rich
11. UV-resistant
12. Edible gel
13. Medicinal uses
14. Drought-tolerant
15. Air-purifying
16. Variety of species
17. Can be grown indoors
18. Easy to propagate
19. Water-efficient
20. Skin-soothing"
aloe,1,"List the features and properties of a aloe. Give a plain list, one property per line, no explanations.","1. Thick, fleshy leaves
2. Succulent stem
3. Spines or thorns on the leaves
4. Gel-filled interior
5. Waxy coating on the leaves
6. Wide range of colors (green, yellow, red, blue, etc.)
7. Low watering needs
8. High heat tolerance
9. High drought tolerance
10. Antimicrobial properties
11. Soothing and calming effect
12. Medicinal uses
13. Edible gel
14. Lightweight
15. Fast growth rate
16. Pests and disease resistance
17. Adaptability to indoor environments
18. Low maintenance
19. Can be grown in containers
20. High nutritional value"
aloe,2,"List the features and properties of a aloe. Give a plain list, one property per line, no explanations.","1. Succulent plant
2. Thick, waxy leaves
3. Gel-filled interior
4. Spiny edges
5. Green or blue-green color
6. Water-storing abilities
7. Low-maintenance
8. Antimicrobial properties
9. Anti-inflammatory properties
10. Soothing texture
11. Edible leaves
12. Medicinal uses
13. Air-purifying qualities
14. Drought-tolerant
15. Perennial plant
16. Can grow indoors
17. Supports skin health
18. Supports hair health
19. Supports digestive health
20. Supports immune system."
