input,prompt,response
Alligator|Alligator,logprob,7
Alligator|Blindworm,logprob,2
Alligator|Boapython,logprob,1
Alligator|Caiman,logprob,6
Alligator|Chameleon,logprob,2
Alligator|Cobra,logprob,2
Alligator|Crocodile,logprob,6
Alligator|Dinosaur,logprob,1
Alligator|Gecko,logprob,1
Alligator|Lizard,logprob,5
Alligator|Salamander,logprob,2
Alligator|Snake,logprob,5
Alligator|Toad,logprob,2
Alligator|Tortoise,logprob,1
Alligator|Turtle,logprob,3
Alligator|Anvil,logprob,2
Alligator|Axe,logprob,1
Alligator|Chisel,logprob,2
Alligator|Grindingdisk,logprob,1
Alligator|Hammer,logprob,1
Alligator|Knife,logprob,1
Alligator|LawnMower,logprob,2
Alligator|Nail,logprob,1
Alligator|Oilcan,logprob,1
Alligator|Paintbrush,logprob,1
Alligator|Saw,logprob,1
Alligator|Screwdriver,logprob,2
Alligator|Shovel,logprob,2
Alligator|Spanner,logprob,2
Alligator|Vacuum,logprob,1
Blindworm|Alligator,logprob,5
Blindworm|Blindworm,logprob,7
Blindworm|Boapython,logprob,1
Blindworm|Caiman,logprob,5
Blindworm|Chameleon,logprob,5
Blindworm|Cobra,logprob,5
Blindworm|Crocodile,logprob,1
Blindworm|Dinosaur,logprob,5
Blindworm|Gecko,logprob,5
Blindworm|Lizard,logprob,5
Blindworm|Salamander,logprob,5
Blindworm|Snake,logprob,6
Blindworm|Toad,logprob,2
Blindworm|Tortoise,logprob,5
Blindworm|Turtle,logprob,6
Blindworm|Anvil,logprob,5
Blindworm|Axe,logprob,2
Blindworm|Chisel,logprob,5
Blindworm|Grindingdisk,logprob,5
Blindworm|Hammer,logprob,1
Blindworm|Knife,logprob,2
Blindworm|LawnMower,logprob,5
Blindworm|Nail,logprob,1
Blindworm|Oilcan,logprob,2
Blindworm|Paintbrush,logprob,5
Blindworm|Saw,logprob,3
Blindworm|Screwdriver,logprob,5
Blindworm|Shovel,logprob,1
Blindworm|Spanner,logprob,5
Blindworm|Vacuum,logprob,2
Boapython|Alligator,logprob,1
Boapython|Blindworm,logprob,1
Boapython|Boapython,logprob,7
Boapython|Caiman,logprob,1
Boapython|Chameleon,logprob,5
Boapython|Cobra,logprob,1
Boapython|Crocodile,logprob,1
Boapython|Dinosaur,logprob,1
Boapython|Gecko,logprob,3
Boapython|Lizard,logprob,1
Boapython|Salamander,logprob,1
Boapython|Snake,logprob,7
Boapython|Toad,logprob,3
Boapython|Tortoise,logprob,1
Boapython|Turtle,logprob,1
Boapython|Anvil,logprob,1
Boapython|Axe,logprob,1
Boapython|Chisel,logprob,1
Boapython|Grindingdisk,logprob,1
Boapython|Hammer,logprob,1
Boapython|Knife,logprob,1
